detect_id,lat,lon,confidence,matched_mmsi,match_confidence,time_gap_minutes,distance_meters,position_score,heading_score,size_score,speed_score,type_score,temporal_score,is_dark_ship,is_ambiguous
76,37.22939608783662,-76.15603277108758,0.7410866618156433,566014000,0.7449856814057286,1.4666666666666666,12.997809971280786,0.9844495756495815,0.5,0.530472991585386,0.874969061548345,0.2,0.9522869334796836,False,False
77,36.0863217537847,-75.77156375839019,0.7409858703613281,UNKNOWN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,True,False
78,36.97008556799869,-76.30025345831761,0.7361772656440735,UNKNOWN,0.0,0.0,7155.954669717203,0.0001303948586021684,0.027172344871862545,0.7758766251726653,0.2952674568070055,0.2,1.0,True,False
80,36.20138161966775,-75.91474647594026,0.7279909253120422,UNKNOWN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,True,False
82,37.25743276571711,-76.09072000228825,0.7193072438240051,538006411,0.7450061790471599,0.7833333333333333,20.27065984434854,0.9754546131823092,0.5,0.53917399175323,0.882781936151632,0.2,0.9742268361685398,False,False
83,36.98907807354132,-76.01293415679143,0.7180948853492737,368042970,1.0819601738391924,0.0,6398.444075324604,0.0003361157060098951,4.98062584862725,0.0,0.257005578313382,0.2,1.0,False,False
84,37.01321166256771,-76.23615985705302,0.7115438580513,UNKNOWN,0.0,0.0,505.0254070471929,0.5319095840865353,0.027172344871862545,0.7677564061092631,0.3018861911804224,0.2,1.0,True,False
86,37.26007114312917,-76.14125977734318,0.7084477543830872,477700600,0.7456907538646556,0.0,15.470216812891472,0.980848004257343,0.5,0.530745590758976,0.8720243400992312,0.2,1.0,False,False
87,36.82509777988533,-75.67235712608485,0.7017701864242554,538006153,0.5470866051735015,0.0,400.87038664262104,0.6058711233292856,0.1391472961731217,0.8464624035888771,0.4761621588938736,0.2,1.0,False,False
88,36.94158934137285,-76.40198609150265,0.6998130679130554,UNKNOWN,0.0,77.35,12824.935776842218,0.004234901103653277,0.13309838775807187,0.4845324664487751,0.4321161011769742,0.2,0.07590039932971446,True,False
89,37.19847971586716,-76.13304291026301,0.699336051940918,538005251,0.7286220459890085,0.45,58.70285018804485,0.930007863436536,0.5,0.5436056595573396,0.8864217172277306,0.2,0.9851119396030626,False,False
90,36.94735393778947,-75.96562499437007,0.6945046782493591,538010258,0.5977586270886092,0.8333333333333334,331.5585257419273,0.6663168095570854,0.2170173927400507,0.8904594235320862,0.5110631615553027,0.2,0.9726044771163483,False,False
91,37.56291721005508,-76.03704775539926,0.6938025951385498,UNKNOWN,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,True,False
